,as_of_date,education,entity_id,gender,label_value,race,score,rank_abs,rank_pct
24353,24353, Masters,24353, Male,0, White,0.9606121528688596,13,0.9986692599037773
31006,31006, Assoc-voc,31006, Male,1, White,0.48388996039609944,8942,0.08465554304432388
28840,28840, HS-grad,28840, Female,0, White,0.6144954068700942,8609,0.11874296243218341
1896,1896, Bachelors,1896, Male,0, White,0.7685089926984027,5085,0.47947589313133376
28633,28633, Assoc-acdm,28633, Female,0, White,0.7477171295550493,6052,0.38048930289691885
20468,20468, HS-grad,20468, Male,0, White,0.8131111028631441,2436,0.7506397788924148
5453,5453, HS-grad,5453, Female,0, White,0.8442983822271528,1347,0.8621148531067663
32397,32397, HS-grad,32397, Female,0, White,0.7897638619969231,3746,0.6165421230422765
1333,1333, Prof-school,1333, Male,0, White,0.8702578523370261,758,0.9224076159279353
24618,24618, Bachelors,24618, Male,0, White,0.7914495324757477,3644,0.6269833145664858
5860,5860, HS-grad,5860, Male,0, White,0.7124237276185709,7330,0.2496673149759443
12742,12742, HS-grad,12742, Male,0, White,0.7883042660726148,3850,0.6058962022724946
6137,6137, Assoc-voc,6137, Male,1, White,0.8279104847857891,1848,0.8108301770907974
26141,26141, HS-grad,26141, Male,0, White,0.7327065162645295,6641,0.3201965400757498
28744,28744, HS-grad,28744, Male,0, White,0.7285623059951221,6774,0.3065820452451633
4583,4583, Some-college,4583, Female,0, Asian-Pac-Islander,0.7120236956075856,7340,0.24864366874808064
5308,5308, Some-college,5308, Male,0, White,0.8011667045399542,3095,0.6831814924762003
10902,10902, Bachelors,10902, Male,0, White,0.3759284004408141,9235,0.05466270856791888
8633,8633, 11th,8633, Male,1, Asian-Pac-Islander,0.017393061450204583,9660,0.011157743883713822
31468,31468, Masters,31468, Male,1, Black,0.1630000123578712,9515,0.026000614187736693
5383,5383, Some-college,5383, Female,0, White,0.6351928427959621,8527,0.1271368615006654
26364,26364, Some-college,26364, Female,0, Black,0.8793040799354233,550,0.9436994574674993
7319,7319, 1st-4th,7319, Female,0, White,0.8665722971168733,824,0.9156515508240353
18515,18515, Some-college,18515, Male,0, Black,0.8066691384887047,2770,0.7164499948817689
29018,29018, Some-college,29018, Male,0, White,0.7622825027305059,5393,0.4479475893131334
25916,25916, 5th-6th,25916, Male,0, White,0.4785197915781011,8962,0.08260825058859655
208,208, HS-grad,208, Female,1, White,0.024741540444638832,9619,0.015354693417954701
9236,9236, Some-college,9236, Male,0, White,0.7607463225182239,5472,0.43986078411301055
29880,29880, HS-grad,29880, Male,0, White,0.7976497424676212,3291,0.6631180264100727
244,244, Some-college,244, Male,0, White,0.4922159340758758,8914,0.08752175248234206
5634,5634, Masters,5634, Male,1, White,0.7911241708504437,3663,0.625038386733545
15035,15035, 12th,15035, Male,1, White,0.04301123949521923,9584,0.018937455215477517
29602,29602, HS-grad,29602, Male,0, White,0.7083858855579996,7430,0.2394308526973078
6034,6034, Assoc-voc,6034, Male,0, White,0.8017828424816491,3058,0.6869689835192958
3357,3357, Some-college,3357, Female,0, White,0.5378869461565661,8800,0.09919131947998772
28621,28621, Bachelors,28621, Female,0, White,0.7288856502716958,6759,0.3081175145869588
4924,4924, HS-grad,4924, Female,0, White,0.8195314738400643,2148,0.7801207902548879
24954,24954, 11th,24954, Male,0, White,0.7043510272251297,7527,0.22950148428703043
6759,6759, Some-college,6759, Male,0, White,0.6763221920343234,8107,0.17013000307093873
12588,12588, HS-grad,12588, Male,0, White,0.7437250284235737,6234,0.36185894154980036
9365,9365, HS-grad,9365, Male,0, White,0.7844443917978824,4101,0.580202681953117
22431,22431, 10th,22431, Male,0, Asian-Pac-Islander,0.7794020165692903,4416,0.5479578257754121
12285,12285, Some-college,12285, Female,0, Black,0.8064441480138362,2785,0.7149145255399734
11566,11566, 7th-8th,11566, Male,0, White,0.7824606444347295,4227,0.567304739482035
2911,2911, Some-college,2911, Female,0, White,0.7495534545438298,5984,0.3874500972463917
18890,18890, Prof-school,18890, Male,1, White,0.8618276180881268,910,0.9068481932644078
9826,9826, Bachelors,9826, Male,1, White,0.8050198268458602,2876,0.7055993448664142
10608,10608, HS-grad,10608, Male,0, White,0.7901447421436196,3723,0.618896509366363
29156,29156, Masters,29156, Female,0, White,0.756776498705465,5659,0.42071859965196023
17690,17690, Masters,17690, Female,0, White,0.697145328093225,7684,0.2134302385095711
8850,8850, Masters,8850, Male,0, White,0.8163524579145429,2277,0.7669157539154469
31841,31841, HS-grad,31841, Female,0, White,0.7715140179290927,4905,0.49790152523287956
23832,23832, Assoc-voc,23832, Female,0, Asian-Pac-Islander,0.7052379343309201,7512,0.23103695362882593
11812,11812, Bachelors,11812, Female,0, Black,0.869825094020651,765,0.9216910635684308
14134,14134, HS-grad,14134, Male,0, Black,0.8656122719421115,841,0.913911352236667
24185,24185, Bachelors,24185, Female,0, Black,0.2374180407167681,9417,0.03603234722080051
23885,23885, HS-grad,23885, Female,0, White,0.8162983691980682,2282,0.766403930801515
2762,2762, HS-grad,2762, Male,1, White,0.8339347224716775,1644,0.8317125601392159
1686,1686, HS-grad,1686, Female,0, Black,0.6955786164762918,7725,0.2092332889753301
16110,16110, Some-college,16110, Male,0, White,0.4348322203504008,9092,0.06930084962636918
16099,16099, HS-grad,16099, Male,0, White,0.6775334299593254,8079,0.17299621250895691
21316,21316, HS-grad,21316, Male,1, White,0.9072440578341241,195,0.9800388985566588
22167,22167, Preschool,22167, Female,0, White,0.8403309763444468,1458,0.8507523799774798
18021,18021, Some-college,18021, Male,1, White,0.8053541329343124,2854,0.7078513665677142
11430,11430, 9th,11430, Female,0, White,0.6763008118077326,8108,0.17002763844815227
25109,25109, HS-grad,25109, Female,0, White,0.8096706904795935,2626,0.7311905005630055
32523,32523, HS-grad,32523, Male,0, White,0.7228946085489877,6992,0.28426655747773566
22995,22995, HS-grad,22995, Male,1, White,0.8151541696616997,2337,0.7607738765482649
8042,8042, HS-grad,8042, Male,0, Black,0.5078487035172363,8866,0.09243525437608757
15039,15039, HS-grad,15039, Female,0, White,0.706415528115784,7484,0.2339031630668441
8572,8572, Bachelors,8572, Male,0, Asian-Pac-Islander,0.7523042012258392,5861,0.40004094584911454
19089,19089, Some-college,19089, Female,0, Amer-Indian-Eskimo,0.7012175965314095,7592,0.22284778380591663
19293,19293, HS-grad,19293, Female,0, White,0.8518254162783789,1147,0.8825877776640393
10621,10621, HS-grad,10621, Male,1, White,0.20962663465000286,9461,0.031528303818200376
17556,17556, Bachelors,17556, Female,0, Black,0.7387110199069011,6414,0.3434333094482547
12262,12262, HS-grad,12262, Male,1, Asian-Pac-Islander,0.7084328017263594,7427,0.23973794656566694
20955,20955, 11th,20955, Male,0, Black,0.8404906662273189,1452,0.8513665677141979
10277,10277, Some-college,10277, Male,0, White,0.44544536116838185,9059,0.07267888217831919
15748,15748, HS-grad,15748, Male,0, White,0.8568135829571326,1029,0.8946668031528304
30013,30013, Bachelors,30013, Male,0, White,0.7671855272839753,5143,0.4735387450097246
6392,6392, Some-college,6392, Male,1, White,0.09433663110068824,9554,0.0220083938990685
23732,23732, Assoc-voc,23732, Male,0, White,0.6963786820713878,7706,0.2111782168082711
29077,29077, Bachelors,29077, Male,1, White,0.9681748981010406,8,0.999181083017709
4803,4803, Assoc-acdm,4803, Female,0, Asian-Pac-Islander,0.7230092439997753,6988,0.28467601596888115
29878,29878, Masters,29878, Male,1, White,0.7331608573232472,6619,0.32244856177704984
18838,18838, HS-grad,18838, Male,0, White,0.7913745112823493,3648,0.6265738560753404
16518,16518, HS-grad,16518, Male,1, White,0.827685482665403,1858,0.8098065308629337
28458,28458, Bachelors,28458, Male,0, White,0.6894992201432106,7864,0.19500460640802542
20957,20957, HS-grad,20957, Female,0, White,0.7781649301004574,4487,0.5406899375575801
17644,17644, Some-college,17644, Male,1, White,3.774758283725532e-15,9757,0.0012283754734363495
29191,29191, HS-grad,29191, Female,0, White,0.6725408381118191,8162,0.1644999488176886
12393,12393, Bachelors,12393, Male,0, White,0.7475529902463736,6054,0.38028457365134605
8150,8150, Prof-school,8150, Male,1, White,0.7773065524838102,4548,0.5344456955676118
7814,7814, Bachelors,7814, Female,0, White,0.7202109417094764,7083,0.2749513768041765
11258,11258, HS-grad,11258, Female,0, White,0.6979388754660285,7670,0.21486334322858025
16758,16758, 10th,16758, Male,1, White,0.7262289176843697,6864,0.29736922919439046
9421,9421, HS-grad,9421, Female,0, White,0.8037029177287031,2947,0.6983314566485823
26675,26675, HS-grad,26675, Female,1, Black,0.026813717084225308,9610,0.01627597502303202
13146,13146, Bachelors,13146, Male,0, White,0.9342420716255669,64,0.9934486641416727
20453,20453, Some-college,20453, Female,0, White,0.714754811619916,7252,0.2576517555532808
15235,15235, Bachelors,15235, Female,0, White,0.6682498153004824,8233,0.15723206059985673
20265,20265, 10th,20265, Female,0, White,0.719850212440982,7094,0.27382536595352647
29675,29675, Some-college,29675, Female,0, White,0.6709927882835697,8190,0.1616337393796704
15762,15762, HS-grad,15762, Female,1, Asian-Pac-Islander,0.7464183265211549,6115,0.37404033166137785
3943,3943, HS-grad,3943, Female,0, White,0.8849532922504804,452,0.953731190500563
23567,23567, Bachelors,23567, Male,1, White,0.7370579922907747,6478,0.33688197358992733
19278,19278, HS-grad,19278, Male,0, White,0.7726673200893281,4837,0.5048623195823523
20763,20763, Bachelors,20763, Male,0, White,0.7267122893857654,6846,0.299211792404545
6149,6149, Assoc-acdm,6149, Male,1, White,0.7899050068277147,3740,0.6171563107789948
18445,18445, HS-grad,18445, Male,0, White,0.7557110799764546,5703,0.4162145562493602
31350,31350, Bachelors,31350, Male,0, White,0.724467533041897,6936,0.28999897635377214
27566,27566, Some-college,27566, Male,0, White,0.7811791099518479,4307,0.5591155696591258
7004,7004, HS-grad,7004, Female,0, White,0.7005423080366836,7605,0.22151704370969394
19513,19513, HS-grad,19513, Male,0, White,0.7926542774561139,3563,0.6352748490121813
7247,7247, HS-grad,7247, Male,0, White,0.6883620591189147,7882,0.19316204319787078
9376,9376, HS-grad,9376, Male,0, White,0.7961788504404507,3359,0.6561572320605998
8088,8088, Preschool,8088, Female,0, White,0.7787422066774278,4459,0.5435561469955983
9294,9294, HS-grad,9294, Female,0, White,0.8769546206124669,594,0.9391954140648991
12259,12259, 7th-8th,12259, Male,0, White,0.853273990348869,1114,0.8859658102159893
22454,22454, Bachelors,22454, Male,0, White,0.8684318325799905,786,0.9195414064899171
3738,3738, HS-grad,3738, Male,0, White,0.9398670674754753,54,0.9944723103695363
16830,16830, HS-grad,16830, Male,0, White,0.7238429790372518,6958,0.28774695465247213
22335,22335, Bachelors,22335, Female,1, White,0.18302816065558136,9493,0.028252635889036704
6517,6517, HS-grad,6517, Female,0, White,0.7882393638863898,3855,0.6053843791585628
19903,19903, HS-grad,19903, Male,0, White,0.7191455636550534,7112,0.27198280274337194
4904,4904, 10th,4904, Male,0, White,0.64290331821982,8492,0.1307196232981881
1840,1840, Some-college,1840, Male,0, White,0.8013237587760247,3088,0.6838980448357048
31186,31186, Assoc-voc,31186, Female,0, White,0.7846345001402386,4088,0.5815334220493398
26946,26946, HS-grad,26946, Male,1, White,0.775184997066939,4685,0.5204217422458799
24313,24313, Bachelors,24313, Male,1, White,0.7630465534817322,5357,0.45163271573344255
28159,28159, Masters,28159, Female,1, White,0.7703708419874112,4970,0.49124782475176576
28364,28364, HS-grad,28364, Male,0, White,0.7978827294692514,3282,0.66403930801515
20725,20725, Some-college,20725, Male,1, White,0.4012322437449459,9182,0.06008803357559622
31323,31323, Bachelors,31323, Male,0, White,0.7442894611703902,6208,0.36452042174224586
16482,16482, Doctorate,16482, Male,1, White,0.9132673907293889,151,0.9845429419592588
16905,16905, HS-grad,16905, Male,0, White,0.8015638512915007,3077,0.6850240556863547
6242,6242, Some-college,6242, Female,0, White,0.7911470998894508,3658,0.6255502098474768
24366,24366, Some-college,24366, Male,1, White,0.7888182215352003,3813,0.6096836933155901
17713,17713, Some-college,17713, Female,0, White,0.7614509062097743,5434,0.4437506397788924
21408,21408, 11th,21408, Male,1, White,0.7484687171647234,6029,0.3828436892210052
32482,32482, Some-college,32482, Male,0, White,0.7605981016529062,5480,0.4390418671307196
30776,30776, 11th,30776, Female,0, White,0.7541777523416034,5759,0.41048213737332373
8496,8496, Some-college,8496, Male,0, White,0.7789462209611697,4448,0.5446821578462484
1602,1602, Some-college,1602, Female,0, White,0.7324605748763037,6649,0.31937762309345885
10905,10905, 5th-6th,10905, Male,0, Black,0.8359202598180369,1598,0.8364213327873886
7808,7808, Some-college,7808, Male,0, Asian-Pac-Islander,0.8048489684610595,2885,0.7046780632613369
18601,18601, HS-grad,18601, Male,0, White,0.5845916328653697,8695,0.10993960487255605
23694,23694, Assoc-voc,23694, Male,0, White,0.7489464674487534,6010,0.3847886170539462
486,486, 1st-4th,486, Male,0, White,0.9034468892121548,226,0.9768655952502815
2795,2795, HS-grad,2795, Female,0, Black,0.8718357175634655,716,0.9267069300849626
23459,23459, 10th,23459, Male,1, White,0.006666049621099068,9685,0.008598628314054668
31976,31976, Some-college,31976, Male,0, White,0.8424958039174497,1400,0.8566895280990889
9053,9053, HS-grad,9053, Female,0, White,0.7927149685100962,3557,0.6358890367488996
6661,6661, HS-grad,6661, Male,1, White,0.5840236381469809,8698,0.10963251100419691
11251,11251, 7th-8th,11251, Male,0, White,0.8677607188724502,799,0.9182106663936943
1545,1545, Bachelors,1545, Male,0, White,0.762426792732131,5388,0.4484594124270652
21708,21708, Some-college,21708, Female,0, Black,0.7984431501535236,3250,0.6673149759443137
10313,10313, HS-grad,10313, Male,0, White,0.8075946073458663,2729,0.7206469444160098
31128,31128, Masters,31128, Male,1, White,0.8460602554509133,1306,0.8663118026410073
14307,14307, Assoc-acdm,14307, Female,0, White,0.8111002621069612,2553,0.73866311802641
14125,14125, 12th,14125, Female,0, White,0.8152156445472115,2332,0.7612856996621967
16442,16442, HS-grad,16442, Male,0, White,0.6882646611261001,7888,0.1925478554611526
16945,16945, Assoc-voc,16945, Female,1, White,0.1474100608749198,9530,0.0244651448459412
6443,6443, Some-college,6443, Male,0, White,0.7291225032449938,6752,0.3088340669464633
9022,9022, HS-grad,9022, Male,1, White,0.7790218367122457,4444,0.5450916163373938
28797,28797, HS-grad,28797, Female,0, White,0.7819679326936173,4256,0.5643361654212304
21304,21304, 10th,21304, Female,0, White,0.7778893863165222,4505,0.5388473743474256
13681,13681, HS-grad,13681, Male,0, White,0.670211273607479,8205,0.1600982700378749
29631,29631, Prof-school,29631, Male,0, Asian-Pac-Islander,0.7717494682824425,4887,0.4997440884430341
29593,29593, Bachelors,29593, Male,1, White,0.7706958760767456,4951,0.49319275258470674
4306,4306, HS-grad,4306, Male,1, White,0.6881225003483982,7894,0.19193366772443443
8693,8693, HS-grad,8693, Male,0, White,0.8298346342686389,1768,0.8190193469137066
29789,29789, Masters,29789, Male,1, White,0.7758141576357895,4641,0.5249257856484799
22422,22422, 7th-8th,22422, Male,0, White,0.7419771621632503,6286,0.35653598116490937
16338,16338, HS-grad,16338, Male,0, White,0.7119976806884496,7341,0.2485413041252943
16358,16358, HS-grad,16358, Male,0, White,0.8009623759715064,3112,0.681441293888832
22969,22969, Prof-school,22969, Male,1, White,0.02418084177299029,9626,0.014638141058450183
19505,19505, HS-grad,19505, Male,0, White,0.7525085647338379,5851,0.4010645920769782
16804,16804, HS-grad,16804, Female,0, White,0.8598162218962977,952,0.9025488791073805
18902,18902, HS-grad,18902, Male,0, White,0.8621763084165619,899,0.9079742041150578
21820,21820, HS-grad,21820, Male,0, Black,0.817309749197037,2239,0.7708056095813287
28717,28717, Assoc-voc,28717, Male,1, White,0.8466973347127182,1287,0.8682567304739481
14039,14039, Assoc-acdm,14039, Male,0, White,0.6964053807211137,7704,0.21138294605384378
9295,9295, Bachelors,9295, Male,0, White,0.8388939084735382,1501,0.8463507011976661
1479,1479, Some-college,1479, Male,0, White,0.8048426405442184,2886,0.7045756986385505
2791,2791, HS-grad,2791, Female,0, White,0.7439934936951639,6229,0.3623707646637322
9932,9932, Some-college,9932, Male,0, White,0.7841203298604946,4126,0.5776435663834578
20643,20643, HS-grad,20643, Female,0, White,0.8649969533998532,853,0.9126829767632306
24404,24404, 10th,24404, Female,0, White,0.5763165460097872,8716,0.10778994779404238
25194,25194, Bachelors,25194, Male,0, White,0.8116554307365108,2518,0.7422458798239329
27633,27633, Assoc-acdm,27633, Male,1, White,0.6824723329164216,7986,0.1825161224280889
6404,6404, HS-grad,6404, Male,0, White,0.7468898369360801,6092,0.3763947179854642
20252,20252, Bachelors,20252, Male,1, White,0.665242863897348,8271,0.15334220493397477
30057,30057, HS-grad,30057, Male,0, Amer-Indian-Eskimo,0.8813072632657054,516,0.9471798546422356
1025,1025, HS-grad,1025, Male,0, White,0.8089789161312199,2658,0.7279148326338418
15812,15812, Bachelors,15812, Female,1, White,0.8247068713846132,1969,0.7984440577336472
11682,11682, HS-grad,11682, Female,0, White,0.7659659982328046,5206,0.4670897737741836
6240,6240, HS-grad,6240, Male,0, Other,0.7605217157183504,5484,0.4386324086395742
13971,13971, Bachelors,13971, Male,0, Asian-Pac-Islander,0.9208906993970924,108,0.9889446207390726
12969,12969, Some-college,12969, Male,0, White,0.8042920799411553,2921,0.7009929368410277
24994,24994, HS-grad,24994, Male,0, White,0.7373731729061721,6469,0.33780325519500465
2678,2678, Some-college,2678, Female,0, White,0.7388612331393019,6408,0.34404749718497285
1242,1242, HS-grad,1242, Female,0, White,0.7895397639787856,3761,0.6150066537004811
14220,14220, Some-college,14220, Male,1, White,0.37605271600085066,9234,0.05476507319070534
29058,29058, 10th,29058, Female,0, White,0.7404792974308342,6344,0.3505988330433002
9513,9513, Some-college,9513, Male,0, White,0.789261781338772,3785,0.6125499027536083
29795,29795, 11th,29795, Female,0, White,0.6433725144404403,8487,0.13123144641211992
8776,8776, HS-grad,8776, Male,0, White,0.7562119859090697,5677,0.4188760364418057
12441,12441, Bachelors,12441, Male,0, White,0.41224278317174345,9153,0.06305660763640086
9696,9696, HS-grad,9696, Female,0, Black,0.8829908292273965,483,0.9505578871941857
3831,3831, Bachelors,3831, Male,1, White,0.5795752661442231,8706,0.10881359402190605
30831,30831, Prof-school,30831, Female,1, White,0.1591172182957289,9519,0.025591155696591206
25447,25447, Assoc-acdm,25447, Female,0, White,0.6885460979254115,7878,0.19357150168901627
17293,17293, HS-grad,17293, Male,0, White,0.7279146010915973,6799,0.30402292967550415
11996,11996, Bachelors,11996, Male,0, White,0.7753424595449508,4674,0.5215477530965298
13653,13653, Some-college,13653, Male,0, White,0.8761674989972759,614,0.9371481216091718
7554,7554, HS-grad,7554, Male,0, White,0.7224270985721133,7006,0.2828334527587266
21812,21812, Assoc-voc,21812, Female,0, White,0.7995272598573369,3189,0.673559217934282
1517,1517, Bachelors,1517, Female,0, White,0.6802326405655619,8034,0.17760262053434328
13017,13017, Some-college,13017, Female,0, White,0.9199004835445851,112,0.9885351622479271
27548,27548, 12th,27548, Male,0, White,0.6977477178207255,7675,0.21435152011464842
12753,12753, HS-grad,12753, Female,0, White,0.7964427963769746,3347,0.6573856075340363
18003,18003, Prof-school,18003, Female,0, Black,0.6777753752980037,8075,0.1734056710001024
28196,28196, Prof-school,28196, Male,0, White,0.445572111530086,9056,0.07298597604667822
2792,2792, HS-grad,2792, Male,0, White,0.177606584874607,9504,0.027126625038386698
3350,3350, HS-grad,3350, Male,0, Other,0.8726461167269433,697,0.9286518579179036
14206,14206, Bachelors,14206, Male,0, White,0.7884971202147982,3837,0.6072269423687173
16657,16657, Doctorate,16657, Male,1, White,0.8664489248043293,826,0.9154468215784625
15952,15952, Bachelors,15952, Female,0, Black,0.8276502430235515,1860,0.8096018016173611
8465,8465, HS-grad,8465, Female,0, Black,0.7624643777979889,5386,0.4486641416726379
5179,5179, Masters,5179, Female,1, White,0.8894830483657445,382,0.9608967140956085
32201,32201, HS-grad,32201, Female,0, White,0.7803460785517593,4354,0.5543044323881666
19085,19085, Bachelors,19085, Male,0, White,0.7928962899774511,3544,0.6372197768451223
3375,3375, Some-college,3375, Male,0, White,0.8523782211743551,1134,0.8839185177602621
14902,14902, Assoc-acdm,14902, Female,0, White,0.6450865162478812,8481,0.1318456341488382
16912,16912, Some-college,16912, Male,0, White,0.7494651523077611,5992,0.3866311802641007
13878,13878, Some-college,13878, Female,0, White,0.7301685541736965,6719,0.31221209949841333
2460,2460, Assoc-voc,2460, Male,1, White,0.31263440221806726,9338,0.04411915242092335
32190,32190, Bachelors,32190, Male,0, White,0.804207951071337,2929,0.7001740198587368
2524,2524, 7th-8th,2524, Male,0, White,0.8076052984250994,2728,0.7207493090387962
28376,28376, HS-grad,28376, Female,0, White,0.7812387075603147,4300,0.5598321220186304
3165,3165, 10th,3165, Female,0, White,0.7820541370814282,4253,0.5646432592895896
9834,9834, HS-grad,9834, Female,0, White,0.7807290600201051,4326,0.5571706418261848
28531,28531, Some-college,28531, Male,0, White,0.769446101715208,5032,0.4849012181390111
26859,26859, HS-grad,26859, Male,0, White,0.7548296024619177,5738,0.4126317944518374
6453,6453, Masters,6453, Female,1, White,0.032244828346230325,9600,0.01729962125089568
23218,23218, Assoc-acdm,23218, Male,0, White,0.7703528879311867,4971,0.4911454601289794
13644,13644, Bachelors,13644, Male,1, Black,0.8011224091132431,3096,0.6830791278534138
3615,3615, Some-college,3615, Female,0, White,0.6509326200654755,8436,0.13645204217422457
13304,13304, Bachelors,13304, Male,1, White,0.7873746872238274,3909,0.599856689528099
26349,26349, HS-grad,26349, Female,0, White,0.8073577912192951,2738,0.7197256628109325
32526,32526, 10th,32526, Male,0, White,0.7944569329613699,3457,0.646125499027536
27835,27835, HS-grad,27835, Male,0, White,0.7860455435777762,3992,0.5913604258368308
12169,12169, Bachelors,12169, Male,0, White,0.8511029907335359,1162,0.8810523083222438
21602,21602, Masters,21602, Male,1, Black,0.7753465222086185,4673,0.5216501177193162
13273,13273, Bachelors,13273, Male,0, White,0.8015504134993973,3078,0.6849216910635685
28208,28208, HS-grad,28208, Male,1, White,0.7466914044837162,6102,0.37537107175760054
1984,1984, Some-college,1984, Male,1, White,0.25635798218606654,9399,0.03787491043095503
21776,21776, 5th-6th,21776, Male,0, White,0.858473945156437,987,0.8989661173098578
20970,20970, HS-grad,20970, Female,0, White,0.7383178529282041,6430,0.34179547548367284
30336,30336, HS-grad,30336, Male,0, White,0.7770229214604067,4564,0.5328078616030301
10759,10759, Prof-school,10759, Male,1, White,0.8604523483256147,938,0.9039819838263896
30294,30294, 9th,30294, Male,0, White,0.9228311800809766,99,0.9898659023441498
14611,14611, HS-grad,14611, Male,0, Black,0.7692129058527064,5051,0.48295629030607024
22774,22774, HS-grad,22774, Male,0, White,0.768740507838718,5069,0.4811137270959156
30949,30949, HS-grad,30949, Female,0, Other,0.7352246235909531,6543,0.33022827310881364
22062,22062, Some-college,22062, Male,0, White,0.7686022233800169,5078,0.4801924454908384
17787,17787, Doctorate,17787, Male,1, White,0.8243107212787324,1985,0.7968062237690654
9302,9302, Bachelors,9302, Male,0, White,0.8208923782386658,2103,0.7847271982802744
4158,4158, HS-grad,4158, Female,0, White,0.7823118732688421,4239,0.5660763640085986
6215,6215, HS-grad,6215, Male,0, White,0.8148009882251329,2354,0.7590336779608967
30243,30243, HS-grad,30243, Male,0, White,0.7169937241016743,7180,0.2650220083938991
30961,30961, HS-grad,30961, Male,1, Black,0.6615004031975615,8329,0.1474050568123656
17436,17436, HS-grad,17436, Male,1, White,0.7226934961863831,6998,0.2836523697410175
20251,20251, 11th,20251, Male,1, White,0.7716324350272602,4894,0.49902753608352957
30594,30594, HS-grad,30594, Male,0, White,0.7631466857682069,5350,0.45234926809294707
7445,7445, HS-grad,7445, Male,0, White,0.7855428261165283,4030,0.587470570170949
12055,12055, HS-grad,12055, Female,0, White,0.44282189956946216,9070,0.07155287132766919
28503,28503, Some-college,28503, Male,0, White,0.7627012426120188,5375,0.4497901525232879
9019,9019, 7th-8th,9019, Male,0, White,0.8708191554692437,745,0.9237383560241581
19688,19688, HS-grad,19688, Male,0, White,0.753914795775188,5772,0.40915139727710104
14826,14826, Some-college,14826, Male,0, Black,0.8832952699570107,479,0.9509673456853311
14649,14649, HS-grad,14649, Female,0, White,0.8194973713710094,2150,0.7799160610093152
4714,4714, Some-college,4714, Female,0, White,0.6359239053258183,8522,0.12764868461459722
11229,11229, Bachelors,11229, Male,0, White,0.5389993760518492,8794,0.09980550721670589
20877,20877, 10th,20877, Female,0, Black,0.7407141986980496,6335,0.3515201146483775
6133,6133, Some-college,6133, Male,0, White,0.7801205844147077,4372,0.5524618691780121
19594,19594, Bachelors,19594, Male,0, White,0.8137138090971726,2410,0.7533012590848602
19162,19162, 9th,19162, Male,0, Black,0.7504471751314543,5934,0.3925683283857099
26140,26140, Bachelors,26140, Male,0, White,0.7208834546692648,7062,0.27710103388269014
17605,17605, HS-grad,17605, Male,0, White,0.7142760462327983,7265,0.256321015457058
6824,6824, HS-grad,6824, Male,0, White,0.7169775093877799,7181,0.26491964377111266
18199,18199, HS-grad,18199, Male,0, White,0.7042990030623849,7529,0.22929675504145763
7298,7298, Some-college,7298, Male,0, White,0.8333896220672804,1664,0.8296652676834886
1679,1679, HS-grad,1679, Male,0, White,0.8955502649219111,308,0.9684716961817996
22078,22078, HS-grad,22078, Male,1, White,0.7331606399601134,6620,0.3223461971542635
16884,16884, Bachelors,16884, Female,0, Black,0.7790578096686983,4441,0.5453987102057529
8876,8876, HS-grad,8876, Male,0, White,0.7370956856644066,6477,0.3369843382127137
24225,24225, Assoc-acdm,24225, Male,0, White,0.8953293227969432,312,0.9680622376906541
15269,15269, HS-grad,15269, Female,0, White,0.7705158765415663,4961,0.4921691063568431
12970,12970, Some-college,12970, Male,1, White,0.8137500587172316,2408,0.753505988330433
16893,16893, 9th,16893, Male,0, White,0.7984323066380707,3251,0.6672126113215273
20547,20547, HS-grad,20547, Male,0, Other,0.7512629980438585,5901,0.3959463609376599
5176,5176, HS-grad,5176, Male,1, White,0.7311692930676275,6690,0.31518067355921797
878,878, HS-grad,878, Male,1, White,0.7410117844471555,6315,0.35356740710410484
26459,26459, Masters,26459, Male,0, White,0.7720833566764175,4869,0.5015866516531886
7198,7198, HS-grad,7198, Male,0, White,0.6144375501520867,8610,0.11864059780939706
22348,22348, 1st-4th,22348, Female,0, White,0.7970976627632428,3313,0.6608660047087727
27328,27328, HS-grad,27328, Male,0, White,0.68097923677451,8018,0.17924045449892512
12089,12089, Some-college,12089, Female,0, White,0.6598689410574126,8349,0.14535776435663839
23154,23154, HS-grad,23154, Male,0, White,0.697411634558794,7680,0.2138396970007166
3263,3263, Some-college,3263, Female,0, White,0.8052191838667926,2866,0.7066229910942778
13261,13261, HS-grad,13261, Male,0, White,0.8189161505444276,2170,0.7778687685535879
19639,19639, HS-grad,19639, Female,0, Black,0.8220301130057869,2054,0.7897430647968062
15377,15377, HS-grad,15377, Male,0, White,0.7620763024585369,5409,0.44630975534855155
19858,19858, 11th,19858, Male,0, White,0.7162656874745422,7204,0.2625652574470263
14766,14766, Bachelors,14766, Male,0, White,0.7832677536297921,4186,0.571501689016276
11614,11614, Bachelors,11614, Female,0, White,0.686809896519079,7908,0.19050056300542528
4340,4340, Some-college,4340, Female,0, White,0.711907302711486,7344,0.24823421025693515
28869,28869, Bachelors,28869, Female,0, Black,0.8092523652675366,2647,0.7290408434844917
32114,32114, Masters,32114, Male,1, White,0.7576878564833041,5619,0.4248131845634149
27632,27632, Bachelors,27632, Male,0, White,0.48659956571482976,8933,0.0855768246494012
25045,25045, Some-college,25045, Female,0, White,0.8146946055138822,2365,0.7579076671102467
2176,2176, Some-college,2176, Male,0, White,0.7792732587833981,4425,0.5470365441703348
